id,name,venue,date,scraper,match_reason,url
"455805d0-1864-4ac3-9161-b1cba4d1759f","Matilda the Musical (Conyers)","Conyers First United Methodist Church","May 3, 2026","Macaroni Kid Stonecrest-Conyers-Covington","weed","https://conyers.macaronikid.com/events/69e615b13fb5e888d392c612/matilda-the-musical-(conyers)"
"StEmo6cDFOBRSw6O9inY","Trivia Night @ Pickle Social","Pickle and Social","May 5, 2026","Macaroni Kid Winder-Buford","trivia night","https://winder.macaronikid.com/events/6869cfcded723ad106ac2f49/trivia-night--pickle-social"
"24b52ca9-7c36-47b1-8112-3724724ec9d4","South End Farmers Market at Atherton","Atherton Mills","May 9, 2026","Macaroni Kid South Charlotte","cocktail mention","https://southcharlotte.macaronikid.com/events/69820cbfe3972df30bd00c92/south-end-farmers-market-at-atherton"
"odmveSkY4Dk4oBav0lmB","Chico: All Ages Karaoke","The Commons Chico","April 22, 2026","Macaroni Kid Chico","cocktail mention","https://chico.macaronikid.com/events/699f7dda1ad47623a3b2ca9d/chico-all-ages-karaoke"
"zSdHQuxx7rCJE_802VWs","Chico: All Ages Karaoke","The Commons Chico","May 6, 2026","Macaroni Kid Chico","cocktail mention","https://chico.macaronikid.com/events/699f7dda1ad47623a3b2ca9f/chico-all-ages-karaoke"
"9a58fdd0-4f26-49a5-8162-1294f7d433ef","South End Farmers Market at Atherton","Atherton Mills","April 25, 2026","Macaroni Kid South Charlotte","cocktail mention","https://southcharlotte.macaronikid.com/events/69820cbfe3972df30bd00c90/south-end-farmers-market-at-atherton"
"6d23ef54-bb8b-4203-a55e-6005b63db380","South End Farmers Market at Atherton","Atherton Mills","May 2, 2026","Macaroni Kid South Charlotte","cocktail mention","https://southcharlotte.macaronikid.com/events/69820cbfe3972df30bd00c91/south-end-farmers-market-at-atherton"
"05d23401-f0e2-4d17-8f41-b6a9bdd1f99e","🧺 The Flea Off Market at Monnik Brewing  and Emerson Park","Monnik Louisville","May 9, 2026","Macaroni Kid Louisville Central","brewery mention","https://centrallouisville.macaronikid.com/events/69d6ea2c5bbe6c600312bf5b/%F0%9F%A7%BA-the-flea-off-market-at-monnik-brewing--and-emerson-park"
"8ee0d172-d47e-4454-8074-ad63bd9eae98","Family Swim","Sheldon Pool","April 22, 2026","Macaroni Kid Eugene","18+","https://eugene.macaronikid.com/events/69e6b4444db70f88d266befd/family-swim"
"e89e7f29-38b7-410b-a4d3-603ebae0b404","Family Swim","Sheldon Pool","April 23, 2026","Macaroni Kid Eugene","18+","https://eugene.macaronikid.com/events/69e6b4444db70f88d266befe/family-swim"
"2a7b0b59-9dce-45c9-ab4f-4e1894f16cd3","Family Swim","Sheldon Pool","April 24, 2026","Macaroni Kid Eugene","18+","https://eugene.macaronikid.com/events/69e6b4444db70f88d266beff/family-swim"
"643722c2-b6ae-4cb9-ade0-44095f14d95d","Family Swim","Sheldon Pool","April 28, 2026","Macaroni Kid Eugene","18+","https://eugene.macaronikid.com/events/69e6b4444db70f88d266bf01/family-swim"
"54573976-8b5a-4b7c-9ef5-bd5fe9e7d9cd","Family Swim","Sheldon Pool","April 29, 2026","Macaroni Kid Eugene","18+","https://eugene.macaronikid.com/events/69e6b4444db70f88d266bf02/family-swim"
"60b359a7-e98b-4d6a-afba-8bc2802267ee","Family Swim","Sheldon Pool","April 30, 2026","Macaroni Kid Eugene","18+","https://eugene.macaronikid.com/events/69e6b4444db70f88d266bf03/family-swim"
"99e796af-9cf4-4734-ac07-a18ed25e68e6","Family Swim","Sheldon Pool","May 1, 2026","Macaroni Kid Eugene","18+","https://eugene.macaronikid.com/events/69e6b4444db70f88d266bf04/family-swim"
"1108e65a-756f-4fa1-914a-a5d286e30f2e","Family Swim","Sheldon Pool","May 4, 2026","Macaroni Kid Eugene","18+","https://eugene.macaronikid.com/events/69e6b4444db70f88d266bf05/family-swim"
"574e3158-3ad7-46f9-8dd6-361582d929f4","Family Swim","Sheldon Pool","May 8, 2026","Macaroni Kid Eugene","18+","https://eugene.macaronikid.com/events/69e6b4444db70f88d266bf09/family-swim"
"453eb46b-706a-4e7e-b896-9b9ff8b581a8","Right Whale Day Celebration","Cisco Brewers Seaport","April 24, 2026","Macaroni Kid Newton-Brookline","drinks mention","https://newton.macaronikid.com/events/69d7d6bd6506fa5ff623f296/right-whale-day-celebration-"
"d6ae2845-8efe-4d52-bc1b-2a7b66e90d9d","Little Movers Storytime","Peace of Mind Brewing","April 28, 2026","Macaroni Kid North Sound","drinks mention","https://northsound.macaronikid.com/events/69de951ee53019c66f373bb9/little-movers-storytime"
"317bdd3e-1d3f-4a3a-97da-90f52530aaa8","Little Movers Storytime","Peace of Mind Brewing","May 5, 2026","Macaroni Kid North Sound","drinks mention","https://northsound.macaronikid.com/events/69de951ee53019c66f373bba/little-movers-storytime"
"01d0c9d6-afa2-4e2d-b625-5ae591d44de1","Family Night out at Alestone Brewing Co. - Longwood","Alestone Brewing Co.","April 22, 2026","Macaroni Kid Seminole County","beer event","https://seminolecounty.macaronikid.com/events/695f02f60fb7719731bedc4e/family-night-out-at-alestone-brewing-co.-longwood"
"oPlPxRQe55qN1HHfBIm-Belm698Bax","Night Hike: Amphibians!","Watkins Nature Center","April 25, 2026","MacaroniKid-MD","after dark","https://districtheights.macaronikid.com/events/69de5e498efcb04d3f64cacc/night-hike-amphibians"
"388ea247-ed9b-49cb-9004-fa42a641a346","Family Swim","Sheldon Pool","May 5, 2026","Macaroni Kid Eugene","18+","https://eugene.macaronikid.com/events/69e6b4444db70f88d266bf06/family-swim"
"513c5a19-5066-4bbb-8598-ffeb6dd625a8","Family Swim","Sheldon Pool","May 7, 2026","Macaroni Kid Eugene","18+","https://eugene.macaronikid.com/events/69e6b4444db70f88d266bf08/family-swim"
"6d0e8125-8241-47d0-88e4-20133bee5ac7","Family Swim","Sheldon Pool","May 6, 2026","Macaroni Kid Eugene","18+","https://eugene.macaronikid.com/events/69e6b4444db70f88d266bf07/family-swim"
"b01f6fb7-d2ef-4eab-b66a-9a5fbaecb9b3","Earth Day Celebration","Abundance Food CO-OP","April 25, 2026","Macaroni Kid Greece-NW Rochester","beer event","https://greece.macaronikid.com/events/69e048693fb5e888d3506a44/earth-day-celebration-"
"cb8eb6e3-4f2e-409b-abb9-9e58e5306735","Family Swim","Sheldon Pool","April 27, 2026","Macaroni Kid Eugene","18+","https://eugene.macaronikid.com/events/69e6b4444db70f88d266bf00/family-swim"
"f9bb2365-f461-4eeb-b6bb-d36ffec55b8c","NWA Makers Market in Fayetteville","Washington County Fairgrounds","April 26, 2026","Macaroni Kid Fayetteville","beer event","https://fayetteville.macaronikid.com/events/69e1ac9a4db70f88d22f00a2/nwa-makers-market-in-fayetteville"
"ebf85c73-ba9b-4f80-912e-054fca33d513","Trivia Night","Owings Mills Branch","Thursday, April 23: 6:30pm - 7:30pm Thursday, April 23: 6:30pm - 7:30pm","Baltimore County Public Library","trivia night","https://events.bcpl.info/event/15922409"
"7ccccfd6-8ab4-41d3-9784-5ff4ef1f157d","Family Night out at Alestone Brewing Co. - Longwood","Alestone Brewing Co.","April 29, 2026","Macaroni Kid Seminole County","beer event","https://seminolecounty.macaronikid.com/events/695f02f60fb7719731bedc4f/family-night-out-at-alestone-brewing-co.-longwood"
"1b3a51dc-ced2-4396-ab2d-8f19183f4e69","Matilda the Musical (Conyers)","Conyers First United Methodist Church","April 25, 2026","Macaroni Kid Stonecrest-Conyers-Covington","weed","https://conyers.macaronikid.com/events/69e615610728a2ac8b773310/matilda-the-musical-(conyers)"
"d0f37385-42da-421f-9579-01c489d6aec4","Farm by Beer Tree Spring Fest","Beer Tree Brew Co.","April 25, 2026","Macaroni Kid Binghamton","drinks mention","https://binghamton.macaronikid.com/events/69e015933fb5e888d34e92a5/farm-by-beer-tree-spring-fest"
"1eRp1NtURvD-Z3ecMb2V","Trivia Night @ Pickle Social","Pickle and Social","April 28, 2026","Macaroni Kid Winder-Buford","trivia night","https://winder.macaronikid.com/events/6869cfcded723ad106ac2f48/trivia-night--pickle-social"
"z4Zhs6SojCKt6lE6NaTQ","Trivia Night @ Three Dollar Cafe","Three Dollar Cafe","April 29, 2026","Macaroni Kid Winder-Buford","cocktail mention","https://winder.macaronikid.com/events/6869d28270dad7f2f0c64f83/trivia-night--three-dollar-cafe"
"0696a4a8-d2c0-4cad-90e8-76ec0667e01f","Triva at Flying Heart","Flying Heart Brewery","May 5, 2026","Macaroni Kid Monroe-West Monroe","trivia night","https://monroela.macaronikid.com/events/69e0629c3fb5e888d356f099/triva-at-flying-heart"
"wOMKgyscAWChbAkQh97H","Toast to the Trees at Earthplace","Earthplace","April 25, 2026","Macaroni Kid Greenwich to Westport","beer event","https://westport.macaronikid.com/events/69d642a9e1e2c0515d1a39e0/toast-to-the-trees-at-earthplace"
"pqqF22CeS7WzWCqaRsYH","Candor Daffodil Festival","Candor Ball Park","April 25, 2026","Macaroni Kid Binghamton","brewery mention","https://binghamton.macaronikid.com/events/69c875cf15bd2d3f5d341ff1/candor-daffodil-festival"
"50aa573e-45c5-4eac-bd56-22d53b7100e3","Friday Cheers at the Grinnin' Bear Tavern","Grinnin' Bear Tavern","April 24, 2026","Macaroni Kid Lynchburg","drinks mention","https://lynchburg.macaronikid.com/events/69cee405421c0c3dfdb2aa11/friday-cheers-at-the-grinnin-bear-tavern"
"g9JpsjlmjVxHC0mANzlS","Trivia Night @ Three Dollar Cafe","Three Dollar Cafe","May 6, 2026","Macaroni Kid Winder-Buford","cocktail mention","https://winder.macaronikid.com/events/6869d28270dad7f2f0c64f84/trivia-night--three-dollar-cafe"
"3db7944c-43e5-4514-8e2f-1f14f772d24e","Mother's Day Market at Bingo Beer Co","Bingo Beer Co","May 9, 2026","Macaroni Kid Richmond","cocktail mention","https://richmond.macaronikid.com/events/69a86e244e15247f89a60de9/mothers-day-market-at-bingo-beer-co"
"c177bed3-059f-46b7-a54b-068c372974cf","Shakespeare Trivia Night - at Birch Tree Books","Birch Tree Books, 11 W Market St, Fl 1, Leesburg, VA 20176","Friday, April 24: 6:30pm - 8:30pm Friday, April 24: 6:30pm - 8:30pm","Loudoun County Public Library","trivia night","https://loudoun.libnet.info/event/15988855"
"8e4d85a3-ec6e-4ba4-accb-3e2df0a82848","13th Annual Tour de Crawdad","Wire Road Brewery","April 25, 2026","Macaroni Kid Springfield","brewery mention","https://springfieldmo.macaronikid.com/events/6978eb425260717212e7ef1f/13th-annual-tour-de-crawdad"
"840c1323-d111-45c8-8fb6-65187c9ab544","Best Dam Food Festival","Tega Cay Catawba Park","May 9, 2026","Macaroni Kid Fort Mill-Tega Cay-Rock Hill","beer event","https://fortmill.macaronikid.com/events/69ab1c048c3fc2563201a389/best-dam-food-festival"
"88e02d24-86d7-45a1-9da5-55d4eeb715a9","Saturdays at Sunrise Community Farm","Sunrise Community Farm Center","April 25, 2026","Macaroni Kid Chapel Hill-Durham","after dark","https://southdurham.macaronikid.com/events/693c299bfd6ee10412db84bc/saturdays-at-sunrise-community-farm"
"cd7f82bf-c4ab-4d17-8393-70ee307cfb19","Rhythm in the Wild at Palm Beach Zoo","Palm Beach Zoo","April 25, 2026","Macaroni Kid Palm Beach Gardens-Jupiter","after dark","https://pbgjupiter.macaronikid.com/events/69a48833315833f2e71e4e0f/rhythm-in-the-wild-at-palm-beach-zoo"
"56ffacf2-4f6e-46b4-acc4-1760b3608051","Jefferson Valley Mall Carnival","Jefferson Valley Mall","April 22, 2026","Macaroni Kid Westchester Rivertowns","21+","https://westchester-rivertowns.macaronikid.com/events/69d13441421c0c3dfdd1bddc/jefferson-valley-mall-carnival"
"eea82378-4897-4f97-a414-661f64e82840","Craft Jeep Cruise-In Sunday at Loose Shoe Too Brewery","Loose Shoe Too Brewery","April 26, 2026","Macaroni Kid Lynchburg","brewery mention","https://lynchburg.macaronikid.com/events/699608be1f39cbf56b5402a4/craft-jeep-cruise-in-sunday-at-loose-shoe-too-brewery"
"67733c59-fd4f-4cb7-93c3-68cfd40112c1","Friday Cheers at the Grinnin' Bear Tavern","Grinnin' Bear Tavern","May 1, 2026","Macaroni Kid Lynchburg","drinks mention","https://lynchburg.macaronikid.com/events/69cee406421c0c3dfdb2aa2b/friday-cheers-at-the-grinnin-bear-tavern"
"bfb56eae-473b-4652-8eae-edab6e424d8b","Saturdays at Sunrise Community Farm","Sunrise Community Farm Center","May 2, 2026","Macaroni Kid Chapel Hill-Durham","after dark","https://southdurham.macaronikid.com/events/693c299bfd6ee10412db84bd/saturdays-at-sunrise-community-farm"
"f7473ee8-753a-4891-825b-2e06aa47ec08","Triva at Flying Heart","Flying Heart Brewery","April 28, 2026","Macaroni Kid Monroe-West Monroe","trivia night","https://monroela.macaronikid.com/events/69e0629c3fb5e888d356f098/triva-at-flying-heart"
"e6c70d05-fe25-4952-8243-6e41f1570aef","Saturdays at Sunrise Community Farm","Sunrise Community Farm Center","May 9, 2026","Macaroni Kid Chapel Hill-Durham","after dark","https://southdurham.macaronikid.com/events/693c299bfd6ee10412db84be/saturdays-at-sunrise-community-farm"
"YXCQXWqaNtUl3XKSKcg9AabDxogMEo","Jason Green: ""Too Precious to Lose""","Central Library","June 16, 2026","Enoch Pratt Free Library","dating","https://calendar.prattlibrary.org/event/jason-green-too-precious-to-lose"
"NSSGIi3c9kI_1lPrzMah","Value Tuesday @ Movie Tavern","Movie Tavern Flourtown","April 28, 2026","Macaroni Kid Warminster-Willow Grove","drinks mention","https://willowgrove.macaronikid.com/events/6828766b3a0b24c87c068e29/value-tuesday--movie-tavern"
"84cce462-281e-4ca9-97dc-03f8f1abe53f","Princess Brunch at Bear Mountain Inn","Bear Mountain Inn","April 26, 2026","Macaroni Kid Central Westchester","cocktail mention","https://whiteplains.macaronikid.com/events/69a79260aab57ca53ac6c017/princess-brunch-at-bear-mountain-inn"
"dc689036-3551-43ab-81da-9a7df4b8dfdf","Rhythm in the Wild at Palm Beach Zoo","Palm Beach Zoo","April 24, 2026","Macaroni Kid Palm Beach Gardens-Jupiter","after dark","https://pbgjupiter.macaronikid.com/events/69a48833315833f2e71e4e0e/rhythm-in-the-wild-at-palm-beach-zoo"
"8b32db42-9f51-4516-ae4c-f97d1757ee45","Baby Goat Snuggles","Syman Says Farm","April 23, 2026","Macaroni Kid Enfield","18+","https://enfield.macaronikid.com/events/69c1b1391e9090e1730bae47/baby-goat-snuggles"
"69f7b77a-b721-486b-b11c-9b27cd357631","Jefferson Valley Mall Carnival","Jefferson Valley Mall","April 26, 2026","Macaroni Kid Westchester Rivertowns","21+","https://westchester-rivertowns.macaronikid.com/events/69d1347e174ed66a7119824f/jefferson-valley-mall-carnival"
"dd31185b-1a61-4758-b5d9-90266f8ba69c","Jefferson Valley Mall Carnival","Jefferson Valley Mall","April 24, 2026","Macaroni Kid Westchester Rivertowns","21+","https://westchester-rivertowns.macaronikid.com/events/69d13441421c0c3dfdd1bdde/jefferson-valley-mall-carnival"
"03d5508b-0524-4db6-be32-ae9ba8f8b394","Market on Fifth - Apopka","Market On Fifth","May 1, 2026","Macaroni Kid Apopka-Mount Dora","cocktail mention","https://apopka.macaronikid.com/events/68af899f121b48c09eb834be/market-on-fifth-apopka"
"2266702c-055e-4b16-bde1-4b647efedb8b","Keep Our Farm a Farm: Celebrating Our Farm. Growing Its Future","Cohasset Common","May 2, 2026","Macaroni Kid South Shore Boston","beer event","https://ssboston.macaronikid.com/events/69b87108d6689820a5fa30c6/keep-our-farm-a-farm-celebrating-our-farm.-growing-its-future"
"ea51a2c0-01fe-4f26-9911-6b89750b8cb8","East Atlanta Village Farmers Market","East Atlanta Village Farmers Market","April 23, 2026","Macaroni Kid East Atlanta-Downtown Atlanta-Little 5 Points","pub mention","https://eastatlanta.macaronikid.com/events/6847543dc3c7e5f2f574b9c4/east-atlanta-village-farmers-market"
"2d03f44f-fd49-498a-95a4-9d5ab354794e","🎶 Friday Night Live at Atlantic Green","Atlantic Green","May 8, 2026","Macaroni Kid East Atlanta-Downtown Atlanta-Little 5 Points","cocktail mention","https://eastatlanta.macaronikid.com/events/68bd5a5e48ee5b24af3defff/-friday-night-live-at-atlantic-green"
"54100a87-05f3-44ec-8990-b915cffd0d29","East Atlanta Village Farmers Market","East Atlanta Village Farmers Market","May 7, 2026","Macaroni Kid East Atlanta-Downtown Atlanta-Little 5 Points","pub mention","https://eastatlanta.macaronikid.com/events/6847543dc3c7e5f2f574b9c6/east-atlanta-village-farmers-market"
"3f150b30-c16c-4d30-bce8-20151a08cb12","Frenchies, Friends, & Brews @ TUPPS","The Grain Room by TUPPS","April 26, 2026","Macaroni Kid McKinney","brewery mention","https://mckinney.macaronikid.com/events/69d01243421c0c3dfdc3e86a/frenchies-friends-and-brews--tupps"
"fbd3f6ed-f129-4e0d-9d53-52cbb816df8d","Family Friendly Bingo at Milk Money Brewing","Milk Money Brewing","May 4, 2026","Macaroni Kid Downers Grove-La Grange-Elmhurst","brewery mention","https://downersgrove.macaronikid.com/events/69583cc1bf86d9f11ca45dca/family-friendly-bingo-at-milk-money-brewing"
"b98d42e6-840a-45d4-ab02-e20d69759609","Food Truck and Beer Festival","Skylands Stadium","May 2, 2026","Macaroni Kid Sussex","beer event","https://sussexnj.macaronikid.com/events/69a0b415ccdd3cab75fc7132/food-truck-and-beer-festival"
"0YQeJg_HWxMku9b7awo6","Friends of CHOA Down and Derby","Crabapple Green Space","May 2, 2026","Macaroni Kid Alpharetta-Roswell-Milton","cocktail mention","https://alpharetta.macaronikid.com/events/69c1589115bd2d3f5ddfe9da/friends-of-choa-down-and-derby"
"cec4b9da-a27f-4d51-9685-f2c860973a4b","Throwback Tuesday Skate","Wheels Family Skating","April 28, 2026","Macaroni Kid Killeen","18+","https://killeen.macaronikid.com/events/699743224db4113675a4f3ed/throwback-tuesday-skate"
